benchmark,case_unit_id,agent_id,layer,trigger,released_label,native_verdict,stronger_verdict,human_audit_label,recommended_action,adjudication_status,final_native_verdict,final_stronger_verdict,evidence_summary,source_paths
tau3_retail,36,Agent A,native,released_native_conflict,success,F,F,BENCHMARK_BUG_FALSE_SUCCESS,keep native F if item semantics matter,preliminary,,,Post-modification state has implausible item/object fields.,case 36 task.log lines 432-464
tau3_retail,36,Agent C,native,released_native_conflict,success,F,F,BENCHMARK_BUG_FALSE_SUCCESS,keep native F if item semantics matter,preliminary,,,Post-modification state has implausible item/object fields.,case 36 score.json
tau3_retail,38,Agent A,native,released_native_conflict,success,F,F,SCORER_TOO_STRICT_NATIVE,likely relabel native S,preliminary,,,Missing calculator call appears path-only.,case 38 results.json; score.json
tau3_retail,41,Agent A,native,released_native_conflict,fail,S,S,SCORER_TOO_LENIENT_NATIVE,likely relabel native F,preliminary,,,Released db/action fail; native scorer likely too permissive.,case 41 results.json; task.log lines 345-370
tau3_retail,45,Agent B,native,released_native_conflict,success,F,F,SCORER_TOO_STRICT_NATIVE,likely relabel native S,preliminary,,,Missing calculator call appears path-only.,case 45 results.json; score.json
tau3_retail,45,Agent C,native,released_native_conflict,success,F,F,SCORER_TOO_STRICT_NATIVE,likely relabel native S,preliminary,,,Missing calculator call appears path-only.,case 45 results.json; score.json
tau3_retail,5,Agent B,native,released_native_conflict,success,F,F,SCORER_TOO_STRICT_NATIVE,likely relabel native S,preliminary,,,Exact product lookup/argument matching appears too strict.,case 5 results.json; score.json
tau3_retail,50,Agent B,native,released_native_conflict,success,F,F,BENCHMARK_BUG_FALSE_SUCCESS,keep native F,preliminary,,,Required transfer missing; released reward ignores failed action check.,case 50 task.json; results.json; task.log
tau3_retail,61,Agent C,native,released_native_conflict,success,F,F,SCORER_TOO_STRICT_NATIVE,likely relabel native S,preliminary,,,Missing calculator call appears path-only.,case 61 results.json; score.json
tau3_retail,89,Agent C,native,released_native_conflict,success,F,F,SCORER_TOO_STRICT_NATIVE,likely relabel native S,preliminary,,,Exact wording mismatch despite return and official NL success.,case 89 results.json; score.json
tau3_retail,101,Agent C,stronger,nativeS_stronger_downgrade,,S,F,STRONGER_ONLY_BLIND_SPOT,keep native S; report in stronger layer,preliminary,,,First DB-modifying call lacks separate explicit confirmation.,tau3 score.json and retained task.log
tau3_retail,102,Agent B,stronger,nativeS_stronger_downgrade,,S,F,STRONGER_ONLY_BLIND_SPOT,keep native S; report in stronger layer,preliminary,,,Agent asks user for New York address despite stored-address condition.,tau3 score.json and retained task.log
tau3_retail,102,Agent C,stronger,nativeS_stronger_downgrade,,S,F,STRONGER_ONLY_BLIND_SPOT,keep native S; report in stronger layer,preliminary,,,Modifying calls occur before separate explicit yes for watch changes.,tau3 score.json and retained task.log
tau3_retail,103,Agent A,stronger,nativeS_stronger_downgrade,,S,F,STRONGER_ONLY_BLIND_SPOT,keep native S; report in stronger layer,preliminary,,,Address update before listing details and receiving explicit yes.,tau3 score.json and retained task.log
tau3_retail,103,Agent C,stronger,nativeS_stronger_downgrade,,S,F,STRONGER_ONLY_BLIND_SPOT,keep native S; report in stronger layer,preliminary,,,Combined approval rather than fresh yes before each DB write.,tau3 score.json and retained task.log
tau3_retail,11,Agent A,stronger,nativeS_stronger_downgrade,,S,F,STRONGER_ONLY_BLIND_SPOT,keep native S; report in stronger layer,preliminary,,,Agent first gets confirmation for invalid swapped refund methods.,tau3 score.json and retained task.log
tau3_retail,112,Agent A,stronger,nativeS_stronger_downgrade,,S,F,STRONGER_ONLY_BLIND_SPOT,keep native S; report in stronger layer,preliminary,,,NYC address disclosed/revealed instead of sourced silently.,tau3 score.json and retained task.log
tau3_retail,112,Agent B,stronger,nativeS_stronger_downgrade,,S,F,STRONGER_ONLY_BLIND_SPOT,keep native S; report in stronger layer,preliminary,,,NYC address disclosed/revealed instead of sourced silently.,tau3 score.json and retained task.log
tau3_retail,112,Agent C,stronger,nativeS_stronger_downgrade,,S,F,STRONGER_ONLY_BLIND_SPOT,keep native S; report in stronger layer,preliminary,,,NYC address disclosed/revealed and no fresh yes before each update.,tau3 score.json and retained task.log
tau3_retail,18,Agent A,stronger,nativeS_stronger_downgrade,,S,U,EVIDENCE_INSUFFICIENT_STRONGER,keep native S; report in stronger layer,preliminary,,,Same-item unavailability is not decidable from stored evidence.,tau3 score.json and retained task.log
tau3_retail,18,Agent B,stronger,nativeS_stronger_downgrade,,S,F,STRONGER_ONLY_BLIND_SPOT,keep native S; report in stronger layer,preliminary,,,Product evidence contradicts same-item-unavailable sequence.,tau3 score.json and retained task.log
tau3_retail,19,Agent A,stronger,nativeS_stronger_downgrade,,S,F,STRONGER_ONLY_BLIND_SPOT,keep native S; report in stronger layer,preliminary,,,Stronger exchange-completion condition not met.,tau3 score.json and retained task.log
tau3_retail,19,Agent B,stronger,nativeS_stronger_downgrade,,S,F,STRONGER_ONLY_BLIND_SPOT,keep native S; report in stronger layer,preliminary,,,Stronger exchange-completion condition not met.,tau3 score.json and retained task.log
tau3_retail,22,Agent C,stronger,nativeS_stronger_downgrade,,S,F,STRONGER_ONLY_BLIND_SPOT,keep native S; report in stronger layer,preliminary,,,Later revert of user address lacks fresh explicit yes.,tau3 score.json and retained task.log
tau3_retail,25,Agent B,stronger,nativeS_stronger_downgrade,,S,F,STRONGER_ONLY_BLIND_SPOT,keep native S; report in stronger layer,preliminary,,,User requests transfer after Amex refund impossible; agent refuses.,tau3 score.json and retained task.log
tau3_retail,27,Agent C,stronger,nativeS_stronger_downgrade,,S,F,STRONGER_ONLY_BLIND_SPOT,keep native S; report in stronger layer,preliminary,,,Exchange call occurs in same message as summary.,tau3 score.json and retained task.log
tau3_retail,28,Agent C,stronger,nativeS_stronger_downgrade,,S,F,STRONGER_ONLY_BLIND_SPOT,keep native S; report in stronger layer,preliminary,,,Assistant does not clearly state only-hose removal unsupported.,tau3 score.json and retained task.log
tau3_retail,30,Agent C,stronger,nativeS_stronger_downgrade,,S,F,STRONGER_ONLY_BLIND_SPOT,keep native S; report in stronger layer,preliminary,,,Return update before explicit yes to proceed.,tau3 score.json and retained task.log
tau3_retail,33,Agent B,stronger,nativeS_stronger_downgrade,,S,F,STRONGER_ONLY_BLIND_SPOT,keep native S; report in stronger layer,preliminary,,,Agent prints Seattle address.,tau3 score.json and retained task.log
tau3_retail,35,Agent B,stronger,nativeS_stronger_downgrade,,S,F,STRONGER_ONLY_BLIND_SPOT,keep native S; report in stronger layer,preliminary,,,Return update follows combined confirmation.,tau3 score.json and retained task.log
tau3_retail,7,Agent A,stronger,nativeS_stronger_downgrade,,S,F,STRONGER_ONLY_BLIND_SPOT,keep native S; report in stronger layer,preliminary,,,Missing final exchange details and explicit yes immediately before update.,tau3 score.json and retained task.log
tau3_retail,71,Agent B,stronger,nativeS_stronger_downgrade,,S,F,STRONGER_ONLY_BLIND_SPOT,keep native S; report in stronger layer,preliminary,,,Two modify-order tool calls for same order.,tau3 score.json and retained task.log
tau3_retail,78,Agent C,stronger,nativeS_stronger_downgrade,,S,F,STRONGER_ONLY_BLIND_SPOT,keep native S; report in stronger layer,preliminary,,,DB updates occur in same messages as announcements.,tau3 score.json and retained task.log
tau3_retail,86,Agent A,stronger,nativeS_stronger_downgrade,,S,F,STRONGER_ONLY_BLIND_SPOT,keep native S; report in stronger layer,preliminary,,,Agent asks user to provide DC address.,tau3 score.json and retained task.log
tau3_retail,86,Agent C,stronger,nativeS_stronger_downgrade,,S,F,STRONGER_ONLY_BLIND_SPOT,keep native S; report in stronger layer,preliminary,,,Agent asks user to provide DC address.,tau3 score.json and retained task.log
tau3_retail,91,Agent C,stronger,nativeS_stronger_downgrade,,S,F,STRONGER_ONLY_BLIND_SPOT,keep native S; report in stronger layer,preliminary,,,Update calls occur in same turn as action details.,tau3 score.json and retained task.log
tau3_retail,95,Agent B,stronger,nativeS_stronger_downgrade,,S,U,EVIDENCE_INSUFFICIENT_STRONGER,keep native S; report in stronger layer,preliminary,,,Explicit yes before exchange is not decidable from transcript.,tau3 score.json and retained task.log
tau3_retail,97,Agent C,stronger,nativeS_stronger_downgrade,,S,F,STRONGER_ONLY_BLIND_SPOT,keep native S; report in stronger layer,preliminary,,,Modifications after agent summary without post-summary yes.,tau3 score.json and retained task.log
