review_item_id,benchmark,source_data_row,case_unit_id,agent_id_raw,expanded_record_keys,layer,trigger,adjudication_status,human_audit_label,final_native_verdict,legacy_table9_corrected_flag,legacy_table9_corrected_rule,source_path,source_sha256,review_item_sha256
miniwob:edf2f70c3ffbfe8945c5,miniwob,15,miniwob.bisect-angle,Agent A,miniwob::miniwob.bisect-angle::agent_a,stronger,native_S_stronger_F,corrected,SCORER_TOO_STRICT_STRONGER,S,true,status=corrected excluding benchmark-facing false success,reviews/evidence_adjudication/audit_items_miniwob.csv,79dc40e5a7c522908b13f8c0f3c3e7c7c2a656a56ce9f0e86b96896ecb207d7b,506b21d01e0f6b1a00204eb5f469fe40ccab132c812e8332cff08d6bfe5b7f60
miniwob:75ef0b0af0ec5e685151,miniwob,16,miniwob.bisect-angle,Agent B,miniwob::miniwob.bisect-angle::agent_b,stronger,native_S_stronger_F,corrected,SCORER_TOO_STRICT_STRONGER,S,true,status=corrected excluding benchmark-facing false success,reviews/evidence_adjudication/audit_items_miniwob.csv,79dc40e5a7c522908b13f8c0f3c3e7c7c2a656a56ce9f0e86b96896ecb207d7b,91c33ae564f813d77fd9763ba0cebc30aa52f29f21bfb51aae9172032ec26aff
miniwob:3504b3d40ae688476788,miniwob,17,miniwob.circle-center,Agent A,miniwob::miniwob.circle-center::agent_a,stronger,native_S_stronger_F,corrected,SCORER_TOO_STRICT_STRONGER,S,true,status=corrected excluding benchmark-facing false success,reviews/evidence_adjudication/audit_items_miniwob.csv,79dc40e5a7c522908b13f8c0f3c3e7c7c2a656a56ce9f0e86b96896ecb207d7b,fce9aa8eceb2f030aef2e8d6a9410ff14102ff45d284c88e5332a68d770411ba
miniwob:bd907fa191bc58288d3f,miniwob,18,miniwob.circle-center,Agent B,miniwob::miniwob.circle-center::agent_b,stronger,native_S_stronger_F,corrected,SCORER_TOO_STRICT_STRONGER,S,true,status=corrected excluding benchmark-facing false success,reviews/evidence_adjudication/audit_items_miniwob.csv,79dc40e5a7c522908b13f8c0f3c3e7c7c2a656a56ce9f0e86b96896ecb207d7b,8b217e8a6726bfdffdbe69502a09dba491f2d97253ea56f3cab8502055c6f056
miniwob:85b72b7db508bf4ef9f1,miniwob,19,miniwob.circle-center,Agent C,miniwob::miniwob.circle-center::agent_c,stronger,native_S_stronger_F,corrected,SCORER_TOO_STRICT_STRONGER,S,true,status=corrected excluding benchmark-facing false success,reviews/evidence_adjudication/audit_items_miniwob.csv,79dc40e5a7c522908b13f8c0f3c3e7c7c2a656a56ce9f0e86b96896ecb207d7b,33919a56ccf64226c5500579526f9ce4336837351ad7142c4d53151622c7fc91
miniwob:7f77e472b0dc90fddcbe,miniwob,20,miniwob.find-midpoint,Agent A,miniwob::miniwob.find-midpoint::agent_a,stronger,native_S_stronger_F,corrected,SCORER_TOO_STRICT_STRONGER,S,true,status=corrected excluding benchmark-facing false success,reviews/evidence_adjudication/audit_items_miniwob.csv,79dc40e5a7c522908b13f8c0f3c3e7c7c2a656a56ce9f0e86b96896ecb207d7b,09f969984718e6e42dfa0d5e2d5ae0d78d1a227d175813e71718668887adb9fe
miniwob:135a3a733659501a746c,miniwob,21,miniwob.find-midpoint,Agent B,miniwob::miniwob.find-midpoint::agent_b,stronger,native_S_stronger_F,corrected,SCORER_TOO_STRICT_STRONGER,S,true,status=corrected excluding benchmark-facing false success,reviews/evidence_adjudication/audit_items_miniwob.csv,79dc40e5a7c522908b13f8c0f3c3e7c7c2a656a56ce9f0e86b96896ecb207d7b,c5b53cea83b1aae0599d0ee6fa35c080c962103d1ebdf3b2581ca94264f945d1
miniwob:3b69cd1b6fe3d6407ad8,miniwob,22,miniwob.click-tab-2-medium,Agent A,miniwob::miniwob.click-tab-2-medium::agent_a,stronger,native_S_stronger_F,accepted,STRONGER_ONLY_TASK_ORACLE_MISMATCH,S,false,status=corrected excluding benchmark-facing false success,reviews/evidence_adjudication/audit_items_miniwob.csv,79dc40e5a7c522908b13f8c0f3c3e7c7c2a656a56ce9f0e86b96896ecb207d7b,b56aea109f1d62d00967dae7a737590011750a0609c9f25edb07852347df1dda
miniwob:a78d56f49115ade2f9ce,miniwob,23,miniwob.click-tab-2-medium,Agent B,miniwob::miniwob.click-tab-2-medium::agent_b,stronger,native_S_stronger_F,accepted,STRONGER_ONLY_TASK_ORACLE_MISMATCH,S,false,status=corrected excluding benchmark-facing false success,reviews/evidence_adjudication/audit_items_miniwob.csv,79dc40e5a7c522908b13f8c0f3c3e7c7c2a656a56ce9f0e86b96896ecb207d7b,3baf3cc3400b797e5543e81660ae7fdb540c3b79807db9bda98067a6bf0887c5
miniwob:592f085303a691594ae7,miniwob,24,miniwob.click-tab-2-medium,Agent C,miniwob::miniwob.click-tab-2-medium::agent_c,stronger,native_S_stronger_F,accepted,STRONGER_ONLY_TASK_ORACLE_MISMATCH,S,false,status=corrected excluding benchmark-facing false success,reviews/evidence_adjudication/audit_items_miniwob.csv,79dc40e5a7c522908b13f8c0f3c3e7c7c2a656a56ce9f0e86b96896ecb207d7b,69d80e75e36534257e81cabf895a3f04e5719556f1162388bed3aadf3ffb24bd
miniwob:a1b4c1cad6e8c030a9ee,miniwob,25,miniwob.copy-paste,Agent A,miniwob::miniwob.copy-paste::agent_a,stronger,native_S_stronger_F,accepted,STRONGER_ONLY_INTERACTION_SHORTCUT,S,false,status=corrected excluding benchmark-facing false success,reviews/evidence_adjudication/audit_items_miniwob.csv,79dc40e5a7c522908b13f8c0f3c3e7c7c2a656a56ce9f0e86b96896ecb207d7b,ff2e5c182b8dc3f3f08da21eaa4ba21f7100c01b045a340ede593d4eda9cddf5
miniwob:de69a3732bf2a3fad499,miniwob,26,miniwob.copy-paste,Agent B,miniwob::miniwob.copy-paste::agent_b,stronger,native_S_stronger_F,accepted,STRONGER_ONLY_INTERACTION_SHORTCUT,S,false,status=corrected excluding benchmark-facing false success,reviews/evidence_adjudication/audit_items_miniwob.csv,79dc40e5a7c522908b13f8c0f3c3e7c7c2a656a56ce9f0e86b96896ecb207d7b,c3e885d6fffa61373611f615241333b4bfa8949b63fb95ffb5fdc0092674692a
miniwob:9136f3101cc18b5cedbf,miniwob,27,miniwob.copy-paste,Agent C,miniwob::miniwob.copy-paste::agent_c,stronger,native_S_stronger_F,accepted,STRONGER_ONLY_INTERACTION_SHORTCUT,S,false,status=corrected excluding benchmark-facing false success,reviews/evidence_adjudication/audit_items_miniwob.csv,79dc40e5a7c522908b13f8c0f3c3e7c7c2a656a56ce9f0e86b96896ecb207d7b,07ee7e4b7c4254eea387fe0c2d0b5a6095e689c0efcafc0e1c5723e6cbb8b52a
miniwob:100bd9d918a6152142a8,miniwob,28,miniwob.copy-paste-2,Agent B,miniwob::miniwob.copy-paste-2::agent_b,stronger,native_S_stronger_F,accepted,STRONGER_ONLY_INTERACTION_SHORTCUT,S,false,status=corrected excluding benchmark-facing false success,reviews/evidence_adjudication/audit_items_miniwob.csv,79dc40e5a7c522908b13f8c0f3c3e7c7c2a656a56ce9f0e86b96896ecb207d7b,f6ec925236978173b5121e974e92ff5c29bb298b6d64c49ac2edb9d9d24134a4
miniwob:56dedcda996fe176b5e3,miniwob,29,miniwob.scroll-text,Agent A,miniwob::miniwob.scroll-text::agent_a,stronger,native_S_stronger_F,accepted,STRONGER_ONLY_INTERACTION_SHORTCUT,S,false,status=corrected excluding benchmark-facing false success,reviews/evidence_adjudication/audit_items_miniwob.csv,79dc40e5a7c522908b13f8c0f3c3e7c7c2a656a56ce9f0e86b96896ecb207d7b,377f93798d8f9a79e27006e83ce54033226befd458c94fda368869a041fd3994
miniwob:7b5f3c2571ead29fd445,miniwob,30,miniwob.scroll-text,Agent B,miniwob::miniwob.scroll-text::agent_b,stronger,native_S_stronger_F,accepted,STRONGER_ONLY_INTERACTION_SHORTCUT,S,false,status=corrected excluding benchmark-facing false success,reviews/evidence_adjudication/audit_items_miniwob.csv,79dc40e5a7c522908b13f8c0f3c3e7c7c2a656a56ce9f0e86b96896ecb207d7b,106c39f52e22a5de7a202fa6815e5414963ce5dc1859bc9d7a68a2c1a66585a4
miniwob:2535e542a07cd84074fb,miniwob,31,miniwob.scroll-text,Agent C,miniwob::miniwob.scroll-text::agent_c,stronger,native_S_stronger_F,accepted,STRONGER_ONLY_INTERACTION_SHORTCUT,S,false,status=corrected excluding benchmark-facing false success,reviews/evidence_adjudication/audit_items_miniwob.csv,79dc40e5a7c522908b13f8c0f3c3e7c7c2a656a56ce9f0e86b96896ecb207d7b,52b76ebd621d5072bfa52a0cfdb078705533545df0e4313724978b34127fa3d0
miniwob:5f06dd8e6a21f9725be8,miniwob,32,miniwob.use-colorwheel,Agent A,miniwob::miniwob.use-colorwheel::agent_a,stronger,native_S_stronger_U,corrected,STRONGER_ONLY_ACTION_SHORTCUT,S,true,status=corrected excluding benchmark-facing false success,reviews/evidence_adjudication/audit_items_miniwob.csv,79dc40e5a7c522908b13f8c0f3c3e7c7c2a656a56ce9f0e86b96896ecb207d7b,1acafb2906456916464ead48d7d527aa00b501ac13b8c8dfe0e91456ecf3ea71
miniwob:1c386a4b9bb6b3e17b7d,miniwob,33,miniwob.use-colorwheel,Agent B,miniwob::miniwob.use-colorwheel::agent_b,stronger,native_S_stronger_F,accepted,STRONGER_ONLY_ACTION_SHORTCUT,S,false,status=corrected excluding benchmark-facing false success,reviews/evidence_adjudication/audit_items_miniwob.csv,79dc40e5a7c522908b13f8c0f3c3e7c7c2a656a56ce9f0e86b96896ecb207d7b,9973a20ff4cb1079dc7a09e3171f34b7dabad7101e156bfaba2e2c108d7cace3
miniwob:a0a8b0d31bc8794edb82,miniwob,34,miniwob.use-colorwheel,Agent C,miniwob::miniwob.use-colorwheel::agent_c,stronger,native_S_stronger_F,accepted,STRONGER_ONLY_ACTION_SHORTCUT,S,false,status=corrected excluding benchmark-facing false success,reviews/evidence_adjudication/audit_items_miniwob.csv,79dc40e5a7c522908b13f8c0f3c3e7c7c2a656a56ce9f0e86b96896ecb207d7b,c0a320f56eefadd90f04dc18f877aa020c72b6502be85abb57a8bc61f3fe498e
miniwob:bc508370260edfb81e4e,miniwob,35,miniwob.click-checkboxes-large,Agent B,miniwob::miniwob.click-checkboxes-large::agent_b,stronger,native_S_stronger_F,accepted,STRONGER_ONLY_WEAK_NATIVE_REWARD,S,false,status=corrected excluding benchmark-facing false success,reviews/evidence_adjudication/audit_items_miniwob.csv,79dc40e5a7c522908b13f8c0f3c3e7c7c2a656a56ce9f0e86b96896ecb207d7b,0252a399035d3c3d1c3e4b26711d49b8afde35a0955c94bd4f6bdb1cbd2e9aae
miniwob:983f9b03651b24d747d0,miniwob,36,miniwob.stock-market,Agent A,miniwob::miniwob.stock-market::agent_a,stronger,native_S_stronger_U,accepted,STRONGER_ONLY_TEMPORAL_EVIDENCE_GAP,S,false,status=corrected excluding benchmark-facing false success,reviews/evidence_adjudication/audit_items_miniwob.csv,79dc40e5a7c522908b13f8c0f3c3e7c7c2a656a56ce9f0e86b96896ecb207d7b,f541d6c03c745eee5afb111f8ce583caf3163f9fe782a66daf5f0720eefc3ba6
tau3_retail:38cee0e97a1a2c5b1cb6,tau3_retail,1,10,Agent A,tau3_retail::10::agent_a,native,released_native_conflict,preliminary,REWARD_WIRING_CONFLICT,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,69d8b37cf3ebcb1fafabb91ebe4cf4740883b9d5f743e7ba4b891434fd379b1a
tau3_retail:bc9dc2eedc10168f90e9,tau3_retail,2,100,Agent C,tau3_retail::100::agent_c,native,released_native_conflict,pending,NEEDS_ADJUDICATION,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,d412a697bc887bd40f401b8e27a726e8893dda9cd1f339147af49b3f49be1694
tau3_retail:ab85d23a09a5ecaf03a5,tau3_retail,3,105,Agent C,tau3_retail::105::agent_c,native,released_native_conflict,preliminary,BENCHMARK_BUG_FALSE_SUCCESS,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,b1b2e02906c41206fd77f3cecaf3043648182f91d93225110b950646157ef2f7
tau3_retail:909dbf2996b722b1feed,tau3_retail,4,12,Agent A,tau3_retail::12::agent_a,native,released_native_conflict,preliminary,SCORER_TOO_STRICT_NATIVE,,true,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,10ac1a5d7eb94417fc601e67ae72e28f1f19f495acff31234efdf317b8f295a2
tau3_retail:f6aebd57c870aa6688fe,tau3_retail,5,12,Agent C,tau3_retail::12::agent_c,native,released_native_conflict,preliminary,SCORER_TOO_STRICT_NATIVE,,true,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,06d84fd75b8dfbb8afc877bdd87899184de068a0483db7f693bf0f509370e015
tau3_retail:d17bf80b67e4758e3ea7,tau3_retail,6,17,Agent A,tau3_retail::17::agent_a,native,released_native_conflict,pending,NEEDS_ADJUDICATION,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,51d4c5432cd4325ce3d443da52bae1813bcee76a27d8de7d9ba3ca8b328f38f7
tau3_retail:d9243b417020ba8d6e93,tau3_retail,7,17,Agent C,tau3_retail::17::agent_c,native,released_native_conflict,pending,NEEDS_ADJUDICATION,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,5bc78bf5e5ce777ca50b2419071cf711339fd118ae120b921e943a77e679e5d8
tau3_retail:045c3384ed8e488d4e72,tau3_retail,8,21,Agent B,tau3_retail::21::agent_b,native,released_native_conflict,pending,NEEDS_ADJUDICATION,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,cf67db12e02e01398cd5438dec986b4277c8716e15edc68526abe01577c996d9
tau3_retail:8dc6b0eaa7d4969312a9,tau3_retail,9,23,Agent B,tau3_retail::23::agent_b,native,released_native_conflict,preliminary,SCORER_TOO_STRICT_NATIVE,,true,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,deae8309ea0070e256f53508c60dc90bd23f033bd2da03842cacb8d0aeb044fe
tau3_retail:78754c56b9fe199c8320,tau3_retail,10,25,Agent A,tau3_retail::25::agent_a,native,released_native_conflict,pending,NEEDS_ADJUDICATION,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,816abe94dac5ff6ea92a2edccf7236f90c66f12f1ccceafcf2aef355e8ea6f25
tau3_retail:b8710118b19d3ccacbbd,tau3_retail,11,26,Agent A,tau3_retail::26::agent_a,native,released_native_conflict,preliminary,BENCHMARK_BUG_FALSE_SUCCESS,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,8c2b8b21bb4c571e7b73b58099792a20b1511ff5df2c08a0f188ca596b50b3c2
tau3_retail:42fb066df5b7edbfb61a,tau3_retail,12,26,Agent B,tau3_retail::26::agent_b,native,released_native_conflict,preliminary,BENCHMARK_BUG_FALSE_SUCCESS,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,3abff7f45c091e467fdec2bbbca37a9f8b28db95a9d0b5c682f992a346f27596
tau3_retail:eb5bd7fbf8a0431255c8,tau3_retail,13,26,Agent C,tau3_retail::26::agent_c,native,released_native_conflict,preliminary,BENCHMARK_BUG_FALSE_SUCCESS,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,cc83a43158df38bc5ddb6d008122af93bc012ed796ff793b4a849b3fd2ce2018
tau3_retail:6de8e9604e55ff88f73e,tau3_retail,14,27,Agent A,tau3_retail::27::agent_a,native,released_native_conflict,pending,NEEDS_ADJUDICATION,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,1bcc12e8c9ed54011ad71d8e0a4d94802f8ec3bca1504911c57fe46d8481f0f1
tau3_retail:948383e825d39fdb8a8e,tau3_retail,15,34,Agent B,tau3_retail::34::agent_b,native,unknown_native_conflict,preliminary,EVIDENCE_INSUFFICIENT,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,ac2cf0792bd0fabb17d0af620fdf458d95aec2f07c3b00603a9cdaa361946bef
tau3_retail:fb757f2be261a416e002,tau3_retail,16,36,Agent A,tau3_retail::36::agent_a,native,released_native_conflict,preliminary,BENCHMARK_BUG_FALSE_SUCCESS,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,453e16d3d6ec1b390732a214bbfcea085930b1bf6d661407b5f651f0e45ec8c7
tau3_retail:fc4dc68ae3f2bb086887,tau3_retail,17,36,Agent C,tau3_retail::36::agent_c,native,released_native_conflict,preliminary,BENCHMARK_BUG_FALSE_SUCCESS,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,643f6dd6fe8f0a320529c332781ef327ac6b8f19ee7bda7c718b1d881607d2b5
tau3_retail:1b662f2c291f17d89ef1,tau3_retail,18,38,Agent A,tau3_retail::38::agent_a,native,released_native_conflict,preliminary,SCORER_TOO_STRICT_NATIVE,,true,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,98164ab7bfbecdc8c14125c33d857237eec4e1201e56be51902e5052667d852b
tau3_retail:22cca46a064b468ea66c,tau3_retail,19,41,Agent A,tau3_retail::41::agent_a,native,released_native_conflict,preliminary,SCORER_TOO_LENIENT_NATIVE,,true,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,5a9d9941ec926d2cedc0cc88fc1bca046f6c69d0829ea3975a40eb1818351cb9
tau3_retail:acf044e4081ac69f726d,tau3_retail,20,45,Agent B,tau3_retail::45::agent_b,native,released_native_conflict,preliminary,SCORER_TOO_STRICT_NATIVE,,true,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,82e7b5c5a6643218d4830d0034d1145a2cf24a7b87ada18b38f99d5ba485c452
tau3_retail:7c64ee94574b33de176f,tau3_retail,21,45,Agent C,tau3_retail::45::agent_c,native,released_native_conflict,preliminary,SCORER_TOO_STRICT_NATIVE,,true,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,0d6955bd2db6449348f4fedf1a66e3167472054b2c6fcd479a5afb30cd2b814d
tau3_retail:81786794e2236481f966,tau3_retail,22,5,Agent B,tau3_retail::5::agent_b,native,released_native_conflict,preliminary,SCORER_TOO_STRICT_NATIVE,,true,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,1a5e6d620f87217d2f1870bb41c41fe780550d3bda98ff535a5cabf75c82699e
tau3_retail:1fa219cc0645a6b4f63e,tau3_retail,23,50,Agent B,tau3_retail::50::agent_b,native,released_native_conflict,preliminary,BENCHMARK_BUG_FALSE_SUCCESS,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,d421cab556769b96e22bf89c18a8758748bc85cabd30cbb5d839313dc329bb09
tau3_retail:373d3c2e75da0d9ea403,tau3_retail,24,61,Agent C,tau3_retail::61::agent_c,native,released_native_conflict,preliminary,SCORER_TOO_STRICT_NATIVE,,true,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,36ac696577271eeb091701ebd4a3e57526373acd9e4428c61cbef9ac543d146b
tau3_retail:a5343a7f78be0b3083d4,tau3_retail,25,89,Agent C,tau3_retail::89::agent_c,native,released_native_conflict,preliminary,SCORER_TOO_STRICT_NATIVE,,true,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,66931cffa02dade514202d6e93c1fd80f932c18bd3f55abd5adc740e3aaebb8a
tau3_retail:94dc4e127cf1a6a78edb,tau3_retail,26,101,Agent C,tau3_retail::101::agent_c,stronger,nativeS_stronger_downgrade,preliminary,STRONGER_ONLY_BLIND_SPOT,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,e7b54f868f6e00ac374e3e4abd936a3dabe2c9f1184b32940747cc749f437bca
tau3_retail:6f2674d877dea396dc50,tau3_retail,27,102,Agent B,tau3_retail::102::agent_b,stronger,nativeS_stronger_downgrade,preliminary,STRONGER_ONLY_BLIND_SPOT,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,a2fb36ebbf4f907c8dbba5b942f14ecefb0a342c7968b15f00efe562ecfaed10
tau3_retail:43507fe349598171b6d5,tau3_retail,28,102,Agent C,tau3_retail::102::agent_c,stronger,nativeS_stronger_downgrade,preliminary,STRONGER_ONLY_BLIND_SPOT,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,81402b41a626e963e0480c83aba86a9d665bb75a5484044dfa2c22adff307df6
tau3_retail:d5c92c99df271c438133,tau3_retail,29,103,Agent A,tau3_retail::103::agent_a,stronger,nativeS_stronger_downgrade,preliminary,STRONGER_ONLY_BLIND_SPOT,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,58aad7fa537a066506be03fbf79aac92f2c1bce887d2967b684e948d216880f3
tau3_retail:32eb1e2e00173ac0d7d3,tau3_retail,30,103,Agent C,tau3_retail::103::agent_c,stronger,nativeS_stronger_downgrade,preliminary,STRONGER_ONLY_BLIND_SPOT,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,df63c8a73d4f043bc03929b1e95b29d6085af31798aa2d8c3ee42ad0dcd02eef
tau3_retail:7a82cf87ebc45b8accde,tau3_retail,31,11,Agent A,tau3_retail::11::agent_a,stronger,nativeS_stronger_downgrade,preliminary,STRONGER_ONLY_BLIND_SPOT,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,bc6c06e81ccaf1be533a280dc80704135d82d45b7110547383c48f23b7bc17c4
tau3_retail:420431512c6486b81d17,tau3_retail,32,112,Agent A,tau3_retail::112::agent_a,stronger,nativeS_stronger_downgrade,preliminary,STRONGER_ONLY_BLIND_SPOT,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,d8d628f48de917e920a63544bede0daa60ce2945a8239a1b296e925ef3fbc0ca
tau3_retail:23ce9b0dcacf0e7bf7e0,tau3_retail,33,112,Agent B,tau3_retail::112::agent_b,stronger,nativeS_stronger_downgrade,preliminary,STRONGER_ONLY_BLIND_SPOT,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,be17076211101bf2ea3437185ace84a3883c2bdcf247d65673bd4b15d9d30bf4
tau3_retail:030825c823790240bfe8,tau3_retail,34,112,Agent C,tau3_retail::112::agent_c,stronger,nativeS_stronger_downgrade,preliminary,STRONGER_ONLY_BLIND_SPOT,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,87679c7e33711f1615522095377c0b86984334a1912883c71c45c528c2d78603
tau3_retail:c1e20bbbbdd19b7a9141,tau3_retail,35,18,Agent A,tau3_retail::18::agent_a,stronger,nativeS_stronger_downgrade,preliminary,EVIDENCE_INSUFFICIENT_STRONGER,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,59c3e20a374c815672029358edf12112230b94213a6a2c1a61b9a8ffa7916bfd
tau3_retail:1906b9f34d51f32f81f5,tau3_retail,36,18,Agent B,tau3_retail::18::agent_b,stronger,nativeS_stronger_downgrade,preliminary,STRONGER_ONLY_BLIND_SPOT,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,9c31a42f022fec3b30c96880ad5484d3d141b78530c2d211381a2e1fae6d21cf
tau3_retail:c61d014bfa4c1c50e70b,tau3_retail,37,19,Agent A,tau3_retail::19::agent_a,stronger,nativeS_stronger_downgrade,preliminary,STRONGER_ONLY_BLIND_SPOT,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,4d1d03f1a9ef2ecfcd002143b6babfb332e4aaaa1d18b50071be486d00c1e553
