benchmark,case_unit_id,status,canonical_source_file_count,materialized_official_file_count,protected_solution_count,f2p_node_id_count,p2p_node_id_count,content_fidelity
terminal_bench_2_1,adaptive-rejection-sampler,pass,8,6,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,fix-code-vulnerability,pass,7,6,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,fix-git,pass,10,9,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,fix-ocaml-gc,pass,7,6,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,gcode-to-text,pass,8,6,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,git-leak-recovery,pass,8,7,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,git-multibranch,pass,8,7,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,gpt2-codegolf,pass,7,6,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,headless-terminal,pass,9,7,2,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,hf-model-inference,pass,7,6,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,install-windows-3.11,pass,16,15,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,kv-store-grpc,pass,7,6,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,large-scale-text-editing,pass,11,10,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,largest-eigenval,pass,9,8,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,llm-inference-batching-scheduler,pass,14,13,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,log-summary-date-ranges,pass,8,7,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,mailman,pass,8,7,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,make-doom-for-mips,pass,10,8,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,make-mips-interpreter,pass,9,7,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,mcmc-sampling-stan,pass,8,7,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,merge-diff-arc-agi-task,pass,11,8,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,model-extraction-relu-logits,pass,8,7,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,modernize-scientific-stack,pass,12,11,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,mteb-leaderboard,pass,7,6,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,mteb-retrieve,pass,8,7,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,multi-source-data-merger,pass,10,8,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,nginx-request-logging,pass,7,6,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,openssl-selfsigned-cert,pass,7,6,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,overfull-hbox,pass,14,13,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,password-recovery,pass,8,7,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,path-tracing,pass,8,7,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,path-tracing-reverse,pass,8,7,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,polyglot-c-py,pass,7,6,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,polyglot-rust-c,pass,7,6,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,portfolio-optimization,pass,14,13,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,protein-assembly,pass,10,9,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,prove-plus-comm,pass,8,7,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,pypi-server,pass,7,6,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,pytorch-model-cli,pass,14,11,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,pytorch-model-recovery,pass,10,6,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,qemu-alpine-ssh,pass,7,6,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,qemu-startup,pass,7,6,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,query-optimize,pass,9,8,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,raman-fitting,pass,8,7,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,regex-chess,pass,8,7,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,regex-log,pass,7,6,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,reshard-c4-data,pass,10,8,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,rstan-to-pystan,pass,12,11,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,sam-cell-seg,pass,12,9,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,sanitize-git-repo,pass,11,10,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,schemelike-metacircular-eval,pass,138,137,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,sparql-university,pass,9,8,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,sqlite-db-truncate,pass,8,6,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,sqlite-with-gcov,pass,9,7,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,torch-pipeline-parallelism,pass,7,6,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,torch-tensor-parallelism,pass,7,6,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,train-fasttext,pass,9,7,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,tune-mjcf,pass,10,9,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,video-processing,pass,9,6,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,vulnerable-secret,pass,8,7,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,winning-avg-corewars,pass,12,11,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
terminal_bench_2_1,write-compressor,pass,12,11,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
deep_swe_v1_1,abs-module-cache-flags,pass,11,9,2,20,3,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,abs-stepped-slices,pass,11,9,2,6,6,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,actionlint-action-pinning-lint,pass,11,9,2,55,145,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,adaptix-name-mapping-aliases,pass,11,9,2,44,2738,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,aiomonitor-task-snapshots-diff,pass,11,9,2,53,8,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,anko-default-function-arguments,pass,11,9,2,2,119,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,anko-typed-variable-bindings,pass,11,9,2,9,94,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,arcane-drift-detection-baselines,pass,11,9,2,82,2,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,arktype-json-schema-refs-dependencies,pass,11,9,2,25,1679,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,awilix-async-container-initialization,pass,11,9,2,24,162,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,bandit-incremental-cache-control,pass,11,9,2,88,275,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,bandit-interprocedural-taint-checks,pass,11,9,2,66,293,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,bandit-structured-nosec-directives,pass,11,9,2,69,282,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,boa-hierarchical-evaluation-cancellation,pass,11,9,2,17,7,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,cattrs-partial-structuring-recovery,pass,11,9,2,69,7,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,clack-async-autocomplete-options,pass,11,9,2,82,643,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,claude-code-by-agents-recursive-delegation,pass,11,9,2,7,31,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,cliffy-config-file-parsing,pass,11,9,2,37,451,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,csstree-shorthand-expansion-compression,pass,11,9,2,79,16715,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,dasel-html-document-format,pass,11,9,2,146,1012,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,dateutil-rfc5545-timezone-interop,pass,11,9,2,67,2035,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,drizzle-orm-window-function-builders,pass,11,9,2,130,566,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,dynamodb-toolbox-conditional-attribute-requirements,pass,11,9,2,31,1267,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,dynamodb-toolbox-lazy-recursive-schemas,pass,11,9,2,37,1267,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,effect-sse-httpapi-streaming,pass,11,9,2,47,70,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,eicrud-keyset-pagination-cursor,pass,11,9,2,14,168,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,etree-xml-diff-patch,pass,11,9,2,52,15,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,expr-try-catch-errors,pass,11,9,2,79,66265,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,fastapi-deprecation-response-headers,pass,11,9,2,137,3134,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,fastapi-implicit-head-options,pass,11,9,2,43,3134,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,fd-deterministic-multi-key-sorting,pass,11,9,2,43,109,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,geo-shapeindex-serialization,pass,11,9,2,24,599,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,go-critic-doc-link-checker,pass,11,9,2,3,16,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,go-genai-streamed-function-args,pass,11,9,2,6,62,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,go-git-worktree-merge-conflicts,pass,11,9,2,17,2,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,goreleaser-retry-publish-auditing,pass,11,9,2,29,29,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,gql-incremental-graphql-delivery,pass,11,9,2,17,811,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,happy-dom-abort-pending-body-reads,pass,11,9,2,14,165,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,happy-dom-deterministic-intersectionobserver,pass,11,9,2,14,9,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,helm-array-merge-strategies,pass,11,9,2,47,12,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,helm-unified-manifest-stream,pass,11,9,2,5,2,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,httpx-deterministic-cookie-store,pass,11,9,2,115,1281,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,httpx-multipart-response-parsing,pass,11,9,2,122,1272,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,httpx-streaming-json-iteration,pass,11,9,2,108,1404,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,igel-persist-feature-schema,pass,11,9,2,24,2,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,ink-grid-box-layout,pass,11,9,2,25,49,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,ipython-session-bundle-replay,pass,11,9,2,17,29,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,katex-multicolumn-array-spans,pass,11,9,2,94,599,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,kcp-go-multiplexed-kcp-streams,pass,11,9,2,30,12,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,kea-atomic-signal-selectors,pass,11,9,2,12,139,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,kgateway-consistent-hash-policy,pass,11,9,2,2,214,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,kombu-single-active-consumer-priority,pass,11,9,2,85,1421,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,kombu-virtual-queue-dead-lettering,pass,11,9,2,76,1412,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,koota-composite-trait-aspects,pass,11,9,2,51,172,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,koota-deferred-mutation-buffer,pass,11,9,2,71,128,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,koota-entity-snapshot-rollback,pass,11,9,2,84,47,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,koota-pair-relation-tracking,pass,11,9,2,38,172,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,koota-query-predicates,pass,11,9,2,43,172,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,kysely-window-grouping-helpers,pass,11,9,2,254,22,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,langchain-request-coalescing,pass,11,9,2,50,232,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,mashumaro-flattened-dataclass-fields,pass,11,9,2,66,30014,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,meriyah-explicit-resource-declarations,pass,11,9,2,49,51469,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,mnamer-daemon-watch-lifecycle,pass,11,9,2,51,319,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,mobly-grouped-test-barriers,pass,11,9,2,79,808,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,narwhals-rolling-window-suite,pass,11,9,2,103,10093,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,numba-stencil-boundary-modes,pass,11,9,2,29,827,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,obsidian-linter-auto-table-of-contents,pass,11,9,2,41,1131,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,obsidian-linter-link-format-conversion,pass,11,9,2,60,1131,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,obsidian-linter-scoped-ignore-markers,pass,11,9,2,33,1133,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,ofetch-per-origin-circuit-breaker,pass,11,9,2,47,13,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,onedump-dump-encryption-pipeline,pass,11,9,2,82,6,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,opa-rego-rule-profiling,pass,11,9,2,25,6,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,opa-template-string-reconstruction,pass,11,9,2,5,4,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,optique-conditional-option-dependencies,pass,11,9,2,36,2034,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,oxvg-structural-selector-preservation,pass,11,9,2,6,62,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,participle-grammar-conflict-analysis,pass,11,9,2,91,153,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,pebble-durability-wait-apis,pass,11,9,2,59,44,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,pest-character-class-coalescing,pass,11,9,2,104,250,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,prometheus-transactional-reload-status,pass,11,9,2,15,82,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,prometheus-typed-label-sorting,pass,11,9,2,17,28,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,psd-tools-blend-range-api,pass,11,9,2,45,979,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,pwntools-tube-multiplexing,pass,11,9,2,73,1,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,python-statemachine-state-data-scoping,pass,11,9,2,72,1286,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,query-persist-restored-query-state,pass,11,9,2,8,42,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
